relative_path,classID,Class
White noise/FwZ9FgtshJI_30.wav,26,White noise
"Female speech, woman speaking/97-hAyua1HM_120.wav",12,"Female speech, woman speaking"
White noise/9JRWG2ffVHM_30.wav,26,White noise
"Dishes, pots, and pans/McJ5aNpbSfs_210.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/-U4_XRj9xn0_30.wav",15,"Male speech, man speaking"
Conversation/4DMGucV2zS4_30.wav,7,Conversation
Battle cry/7n-priByeqg_10.wav,2,Battle cry
White noise/5p85ku7VYR4_140.wav,26,White noise
White noise/7hlWvHvpvDg_30.wav,26,White noise
"Female speech, woman speaking/-9R4WPSKE3Q_30.wav",12,"Female speech, woman speaking"
Whimper/1eriaUz3yDE_29.wav,24,Whimper
Conversation/75a6_UFJ4UE_30.wav,7,Conversation
White noise/3oatPtbPHnk_30.wav,26,White noise
"Female speech, woman speaking/71CuHzTnusE_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/AISfYQ2cicA_40.wav",9,"Dishes, pots, and pans"
Babbling/L820RLZlxwg_380.wav,1,Babbling
Conversation/My2u-x-N7ik_570.wav,7,Conversation
Speech/DI-3OoQW4aQ_30.wav,21,Speech
Singing/-3iQfkOVi8g_30.wav,18,Singing
Speech/4bLTXCwTLKw_80.wav,21,Speech
Clapping/MDlcItYJpCo_250.wav,6,Clapping
Singing/-7tDbDC9DTg_30.wav,18,Singing
Whimper/-umSSowXOX0_30.wav,24,Whimper
White noise/1uvW18xeGCw_7.wav,26,White noise
"Female speech, woman speaking/7CkzKMdEeQ4_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-RPJOjf10wY_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-jU2fdjCDeg_10.wav",15,"Male speech, man speaking"
"Smash, crash/18hpMOUt54I_2.wav",19,"Smash, crash"
Whoop/9GtbWiRl_as_0.wav,27,Whoop
Singing/-5W6ZOudzXU_30.wav,18,Singing
"Female speech, woman speaking/8dCi_-3H-04_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-QmzOJHDwH8_30.wav",15,"Male speech, man speaking"
Conversation/HPvvho9uAVE_30.wav,7,Conversation
Conversation/48E2UfDLxvo_30.wav,7,Conversation
Rustle/OThxA1TLT68_30.wav,16,Rustle
"Male speech, man speaking/-hwBwLbSHeA_30.wav",15,"Male speech, man speaking"
"Smash, crash/1jZJrNqduaw_30.wav",19,"Smash, crash"
Whimper/BrToGg0QAWY_30.wav,24,Whimper
"Wail, moan/0rhIIoWlNvs_230.wav",23,"Wail, moan"
"Female speech, woman speaking/6ZAk5jg3CpI_30.wav",12,"Female speech, woman speaking"
Whimper/1FRb6_4AKBQ_30.wav,24,Whimper
Conversation/6kw7NyMWNco_30.wav,7,Conversation
Whimper/O5mj3-hj4Q8_10.wav,24,Whimper
Conversation/E5JmQ12dovg_420.wav,7,Conversation
"Female speech, woman speaking/9oYhgCEWwsk_20.wav",12,"Female speech, woman speaking"
Conversation/45otgzqEPHc_30.wav,7,Conversation
Singing/-0XnWRvEauE_30.wav,18,Singing
"Male speech, man speaking/-r5lcmJJFc8_30.wav",15,"Male speech, man speaking"
Singing/-0U-G5Rlu5Y_30.wav,18,Singing
"Female speech, woman speaking/9e7OSLtZLo0_30.wav",12,"Female speech, woman speaking"
Whimper/03RnPd-55ZU_8.wav,24,Whimper
Whimper/6x_9F5ZAOpo_30.wav,24,Whimper
Breathing/GVu9qri5Gb0_60.wav,4,Breathing
Speech/3dn-ShpfNM4_30.wav,21,Speech
Screaming/FwjZ2_87y1k_22.wav,17,Screaming
Whimper/28qHQIzyR5Y_130.wav,24,Whimper
Whimper/32tzR69LJNE_11.wav,24,Whimper
"Female speech, woman speaking/-ORYB4W2t5w_30.wav",12,"Female speech, woman speaking"
Breathing/Ognrype05OI_440.wav,4,Breathing
Whimper/-62RXhX5GZk_30.wav,24,Whimper
"Male speech, man speaking/-fLESpwoaCI_30.wav",15,"Male speech, man speaking"
Whoop/Ifd3CAGWvv0_240.wav,27,Whoop
White noise/9bzcKC2-mKc_7.wav,26,White noise
Rustle/1SMKuEDEZo4_30.wav,16,Rustle
Speech/Npwl7g-5qSs_560.wav,21,Speech
"Male speech, man speaking/0GwvM-Ib4mE_30.wav",15,"Male speech, man speaking"
Conversation/0iy_Z-t-d3c_30.wav,7,Conversation
Whimper/4vnbVLfn0DU_30.wav,24,Whimper
White noise/DqLsCpMIeGI_90.wav,26,White noise
Breathing/3tH25nNgyV8_60.wav,4,Breathing
White noise/KMbhzdkrJno_40.wav,26,White noise
Cupboard open or close/3XOcquNLy3I_10.wav,8,Cupboard open or close
Rustle/CIZwlMCbHzk_30.wav,16,Rustle
"Smash, crash/2qN3SFFjnl8_30.wav",19,"Smash, crash"
Snicker/8syEogeD3qk_30.wav,20,Snicker
Whimper/4dGze6t5iO8_3.wav,24,Whimper
Whimper/2ALeDpopSeE_30.wav,24,Whimper
Whimper/3HywOXeb0Go_30.wav,24,Whimper
Clapping/-r6BtXuCdH0_50.wav,6,Clapping
Rustle/Be5XI3URFEQ_30.wav,16,Rustle
"Male speech, man speaking/0igJQMIXtMw_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-2u4hw6oLyI_30.wav",15,"Male speech, man speaking"
Conversation/OeW3Yp3j-Zg_390.wav,7,Conversation
Rustle/BWvMknGPMD8_30.wav,16,Rustle
Whoop/IrxHZWSn19o_30.wav,27,Whoop
Children shouting/G09zfpmcks4_20.wav,5,Children shouting
"Smash, crash/NiJk_dInyzI_220.wav",19,"Smash, crash"
Snicker/EKfeVV7ejzw_30.wav,20,Snicker
Whimper/5JWW6eKlLVw_30.wav,24,Whimper
Whimper/7JjTTOT20vI_30.wav,24,Whimper
Whoop/K_VRyXElwws_20.wav,27,Whoop
"Male speech, man speaking/-IIq3_ikACg_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/9dsOgsirn98_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0tni9i7pSgc_4.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-WciuEzYshM_30.wav",15,"Male speech, man speaking"
White noise/JalvFrEijMs_30.wav,26,White noise
Whoop/0NZlHcbfDpY_30.wav,27,Whoop
Singing/-30AswTAoUE_24.wav,18,Singing
Whimper/6UU3FTyNXpg_30.wav,24,Whimper
"Dishes, pots, and pans/4yFC09hJSYg_30.wav",9,"Dishes, pots, and pans"
Speech/HwXzxuv-tuQ_120.wav,21,Speech
Whimper/2NO6vZMwCe0_30.wav,24,Whimper
Singing/--dMUrmpeqc_30.wav,18,Singing
"Dishes, pots, and pans/5hu-8gN8q88_330.wav",9,"Dishes, pots, and pans"
Children shouting/DYviqbPgUvA_130.wav,5,Children shouting
"Dishes, pots, and pans/M41ZjWeclo4_70.wav",9,"Dishes, pots, and pans"
Speech/7ck6BzOcMT0_30.wav,21,Speech
"Smash, crash/F0oKk1ZGtIw_520.wav",19,"Smash, crash"
Speech/--Nu0Zp5uSA_30.wav,21,Speech
Speech/--gBhq0I_uE_9.wav,21,Speech
Screaming/Mgh78_iXT9g_0.wav,17,Screaming
Speech/4GDVGImvXiY_30.wav,21,Speech
Whimper/-aW2IvGMAJM_30.wav,24,Whimper
"Female speech, woman speaking/-KgS-c5lGlE_30.wav",12,"Female speech, woman speaking"
White noise/OKAeSVX-XgI_12.wav,26,White noise
"Male speech, man speaking/-bK6zHrlQjw_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0aLiaufDHuM_30.wav",15,"Male speech, man speaking"
"Smash, crash/5ZkE0WLbNN8_30.wav",19,"Smash, crash"
Bellow/CYExIUg4q_Y_100.wav,3,Bellow
Speech/7akEHEH64dA_30.wav,21,Speech
"Male speech, man speaking/0Glu5tCvIo0_30.wav",15,"Male speech, man speaking"
Bellow/3xp7aTztizI_30.wav,3,Bellow
Singing/-8KuOplf6DE_30.wav,18,Singing
Conversation/CcD8T-yUeJI_30.wav,7,Conversation
"Smash, crash/HCBBwMq1vSQ_30.wav",19,"Smash, crash"
"Female speech, woman speaking/9dU3kiVmraU_60.wav",12,"Female speech, woman speaking"
Yell/4wyvygUkkPk_30.wav,28,Yell
"Female speech, woman speaking/7-QhHUxkTog_90.wav",12,"Female speech, woman speaking"
shatter/7tySsPckMu0_0.wav,29,shatter
"Female speech, woman speaking/-agXfEJegKw_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0-p1NbcKmdw_30.wav",15,"Male speech, man speaking"
Whimper/07uRPBGZDpY_30.wav,24,Whimper
"Female speech, woman speaking/7DB2Fwz63eE_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/49qdL8O2BjU_30.wav",12,"Female speech, woman speaking"
Speech/DUBxFOaj8BI_30.wav,21,Speech
"Dishes, pots, and pans/Op68dS-sTZI_50.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/-3EeioNUMUo_0.wav",15,"Male speech, man speaking"
Conversation/3sxAPsRDApk_30.wav,7,Conversation
"Female speech, woman speaking/76-S7p1JQ7s_0.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-RWcPfSXjK0_30.wav",15,"Male speech, man speaking"
Speech/8SKCPVwoARg_30.wav,21,Speech
Conversation/D1bY9lJFwmg_30.wav,7,Conversation
Speech/3q6Op54p8lo_30.wav,21,Speech
Whoop/6h4tiXylO4Q_30.wav,27,Whoop
Children shouting/HPNAIY5ocHE_0.wav,5,Children shouting
Conversation/A4_0QDqr8EM_30.wav,7,Conversation
"Female speech, woman speaking/9ftJH0KWu9w_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-C4DCeAVFco_30.wav",15,"Male speech, man speaking"
Whimper/-3cmXbOJOoc_30.wav,24,Whimper
"Female speech, woman speaking/-gKmHmXgr_c_30.wav",12,"Female speech, woman speaking"
Whimper/2RnGgzgjfkU_30.wav,24,Whimper
Speech/Ok8u08VdIAA_90.wav,21,Speech
"Male speech, man speaking/0PBX4Hh3GEQ_9.wav",15,"Male speech, man speaking"
"Smash, crash/-EX1Ly-8t1I_30.wav",19,"Smash, crash"
Singing/-DR7_YNayEo_13.wav,18,Singing
Snicker/7up2JGEUHy8_430.wav,20,Snicker
Children shouting/5V6ZwL9jsRs_580.wav,5,Children shouting
Groan/C70p5XGSnt4_410.wav,14,Groan
"Smash, crash/FPH1XF-UT5Q_30.wav",19,"Smash, crash"
"Male speech, man speaking/-HPRchUIejk_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/LZw2PcrCjeo_24.wav",9,"Dishes, pots, and pans"
Singing/-8ptNGRg-PY_30.wav,18,Singing
Whoop/HvwA5QAmbhE_30.wav,27,Whoop
Battle cry/74ho3u1Xa5Y_20.wav,2,Battle cry
Babbling/KfR4TrOIMvI_60.wav,1,Babbling
Whoop/0U65sT9bUeo_30.wav,27,Whoop
Babbling/EAnzcJU2HHM_20.wav,1,Babbling
"Female speech, woman speaking/7JhjeYMsDW4_30.wav",12,"Female speech, woman speaking"
White noise/44jxSCGGN0o_30.wav,26,White noise
Whimper/2cSEiDEUaFs_30.wav,24,Whimper
"Female speech, woman speaking/9B1se_MEg0U_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-4eyOzupAvA_30.wav",15,"Male speech, man speaking"
Snicker/-VrBXIJDv00_220.wav,20,Snicker
"Dishes, pots, and pans/BtTRxFpk6IM_30.wav",9,"Dishes, pots, and pans"
Conversation/Lb-mTam7LB0_200.wav,7,Conversation
Finger snapping/KjXgiiU7zh8_0.wav,13,Finger snapping
Snicker/FPUls_CzKEM_30.wav,20,Snicker
"Male speech, man speaking/-VxYALxsWdQ_30.wav",15,"Male speech, man speaking"
Speech/F_53LAFS9a8_430.wav,21,Speech
Clapping/CV4as9M0IUI_0.wav,6,Clapping
Whimper/3GSTdRrwZc0_30.wav,24,Whimper
Whispering/DVlkqlnr9SA_40.wav,25,Whispering
"Female speech, woman speaking/8MjzSi7eJkg_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/70dvtLAnrbo_250.wav",12,"Female speech, woman speaking"
Conversation/HCWIKYi0BqI_510.wav,7,Conversation
Rustle/NPmPHzgZhUs_30.wav,16,Rustle
White noise/2PaVVIT0WgU_11.wav,26,White noise
"Female speech, woman speaking/31sWGI9_WbI_260.wav",12,"Female speech, woman speaking"
Whispering/0xN80bu3L_8_30.wav,25,Whispering
Whimper/5mb2ZD_gmAo_24.wav,24,Whimper
"Smash, crash/62tswnRqoI0_30.wav",19,"Smash, crash"
"Female speech, woman speaking/899x9i1kTbA_5.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/7RPsDYCD7KA_30.wav",12,"Female speech, woman speaking"
Speech/--U21ZpqhcI_30.wav,21,Speech
Bellow/EMic-tA54HU_30.wav,3,Bellow
Whoop/JMzGF311tTI_470.wav,27,Whoop
Singing/-9frwEvk64A_30.wav,18,Singing
Whimper/2pgqNjjOKyM_30.wav,24,Whimper
Whimper/1vjEd5pptUg_30.wav,24,Whimper
"Male speech, man speaking/0dn6tOGvVcM_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/31TFoGudgks_0.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/9evfaEW9ZtY_30.wav",12,"Female speech, woman speaking"
"Smash, crash/JvpaLazuld4_30.wav",19,"Smash, crash"
Screaming/5Ij70k0DbcY_1.wav,17,Screaming
"Female speech, woman speaking/-atZkewj7GU_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/JQphdZQRTs4_40.wav",9,"Dishes, pots, and pans"
White noise/BLLSmQHn9F8_50.wav,26,White noise
Rustle/1pFrK8r23Pg_10.wav,16,Rustle
"Male speech, man speaking/0HmL9a4gGG0_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0cE1fzfOogo_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-9m7ER39V1c_30.wav",15,"Male speech, man speaking"
Snicker/CcvsM_mkD_0_140.wav,20,Snicker
Babbling/Nhrm8VOqH1M_0.wav,1,Babbling
"Male speech, man speaking/01vn6839JIs_30.wav",15,"Male speech, man speaking"
Screaming/LQ6ZHRiQPoI_0.wav,17,Screaming
Conversation/10MRxp2q8R4_30.wav,7,Conversation
Whispering/JFvdy2Kn11c_270.wav,25,Whispering
Snicker/8RwVt7QExtE_290.wav,20,Snicker
Speech/3EYDC5rAp-0_270.wav,21,Speech
Rustle/Jj9Sk3OAq6I_17.wav,16,Rustle
Children shouting/Ms24Yu3FxSU_130.wav,5,Children shouting
Whimper/8RySPaHEnvA_20.wav,24,Whimper
Rustle/5K2Yfr9jYiE_11.wav,16,Rustle
Clapping/5IF1q6JBGH4_30.wav,6,Clapping
Singing/-I8C3cRr5TY_30.wav,18,Singing
Screaming/BFyA47oNp94_18.wav,17,Screaming
"Dishes, pots, and pans/FkoTNfJv3uU_230.wav",9,"Dishes, pots, and pans"
Speech/8XPBfweeYsA_30.wav,21,Speech
Snicker/8RqN6SgNH38_0.wav,20,Snicker
Whimper/57DUzu9mGnE_30.wav,24,Whimper
Yell/93bfhnJeq3U_180.wav,28,Yell
"Male speech, man speaking/-tbgjodN-EU_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0USAYw-R8AA_30.wav",15,"Male speech, man speaking"
Whimper/6uq2ooCWu5c_0.wav,24,Whimper
Snicker/MEZlMwwhwZs_10.wav,20,Snicker
Whispering/8RJOXtHbIEU_590.wav,25,Whispering
"Dishes, pots, and pans/OvY9EF1uhF0_370.wav",9,"Dishes, pots, and pans"
Screaming/9w8JpNjezTM_3.wav,17,Screaming
Rustle/2JKsjLONkrw_30.wav,16,Rustle
"Dishes, pots, and pans/074nzzlXf_g_70.wav",9,"Dishes, pots, and pans"
Whimper/44K3z0ecyUg_30.wav,24,Whimper
Singing/-H1WBFIpouQ_30.wav,18,Singing
"Female speech, woman speaking/92xLCWaF0kA_7.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/GRpuXhXjAmk_290.wav",9,"Dishes, pots, and pans"
Speech/A_YaMGoCiwQ_30.wav,21,Speech
Breathing/O8mumjPXb8g_30.wav,4,Breathing
Battle cry/8-xVEzStUkg_10.wav,2,Battle cry
Snicker/CC8ZYGk63W0_30.wav,20,Snicker
Conversation/FPRsJLplb4M_170.wav,7,Conversation
Screaming/LmDCHT1SqGE_30.wav,17,Screaming
"Female speech, woman speaking/8DMeKiqTgsg_30.wav",12,"Female speech, woman speaking"
Whimper/1GgEHtd-_Yk_30.wav,24,Whimper
"Dishes, pots, and pans/5_8l8_b8ScA_30.wav",9,"Dishes, pots, and pans"
Snicker/4LocIx9ISpE_80.wav,20,Snicker
Battle cry/M5QeVa5KDNM_80.wav,2,Battle cry
Singing/-HCwImcbdOE_30.wav,18,Singing
Conversation/7uJdsTmr1qk_510.wav,7,Conversation
Speech/1NIFzUIUKDw_30.wav,21,Speech
Whimper/7URCyNHWELQ_22.wav,24,Whimper
Bellow/JMzGF311tTI_470.wav,3,Bellow
Screaming/Nbrnjd-v1aE_5.wav,17,Screaming
"Smash, crash/5S5m_YHPPXA_30.wav",19,"Smash, crash"
Rustle/1OJB8veuZCM_22.wav,16,Rustle
"Female speech, woman speaking/8xfysKZJ-tY_30.wav",12,"Female speech, woman speaking"
Conversation/66JjFHHJ6E0_30.wav,7,Conversation
Whimper/9FUX7SXu1oQ_30.wav,24,Whimper
"Male speech, man speaking/-BQq4tT-Kzg_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/D6qQgc3eS0s_30.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/-4-rtJzyJ1g_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/9WqKJgSZqRk_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-Ck_8hCeWC0_30.wav",15,"Male speech, man speaking"
Speech/O6IBf33WrpY_440.wav,21,Speech
Children shouting/5ntmtaEquSI_30.wav,5,Children shouting
"Smash, crash/4Luvalv5tb4_30.wav",19,"Smash, crash"
Rustle/2t--l7mukAI_30.wav,16,Rustle
"Male speech, man speaking/-WCfKTzcJ-Q_30.wav",15,"Male speech, man speaking"
White noise/L-daShyFI0Q_260.wav,26,White noise
Speech/9aALE8mNxdY_30.wav,21,Speech
Whispering/8ksbNj0gX3g_520.wav,25,Whispering
Rustle/AfSIGYA7C8g_13.wav,16,Rustle
Screaming/4trq0MmPG2M_2.wav,17,Screaming
Snicker/CwcjDEoezFY_7.wav,20,Snicker
Whispering/JxzORvdpn_M_90.wav,25,Whispering
"Female speech, woman speaking/-u21ruqgUJs_130.wav",12,"Female speech, woman speaking"
Singing/-AceNtK2yi8_30.wav,18,Singing
"Male speech, man speaking/0EsUYsEShpY_30.wav",15,"Male speech, man speaking"
White noise/EvXMrOWUScY_30.wav,26,White noise
Snicker/0gKWarc8e7E_240.wav,20,Snicker
"Female speech, woman speaking/30O5-GP1y_k_570.wav",12,"Female speech, woman speaking"
Whispering/0DNXCuOfI6A_30.wav,25,Whispering
Whimper/ISvdfUPWU04_30.wav,24,Whimper
Rustle/KiU8I62s60g_30.wav,16,Rustle
"Female speech, woman speaking/7n8LUtGAH8M_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/7MvMTr6EdCI_30.wav",12,"Female speech, woman speaking"
Breathing/E_wPDc11uj8_10.wav,4,Breathing
"Dishes, pots, and pans/EuMQJ1JrLYU_130.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0duq5feaxqY_30.wav",15,"Male speech, man speaking"
Battle cry/FCwJH-wEVR0_18.wav,2,Battle cry
Speech/LTPY_pFAU80_560.wav,21,Speech
Clapping/7xIBRt_5SOE_30.wav,6,Clapping
Speech/--dr8rXrv8k_23.wav,21,Speech
Breathing/ChARrqG4yLg_0.wav,4,Breathing
"Male speech, man speaking/0JDc79hZo5k_30.wav",15,"Male speech, man speaking"
Groan/5Z6ucoXcFq4_30.wav,14,Groan
"Female speech, woman speaking/-Klhn0OiCyQ_200.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0gVROFnY7oY_30.wav",15,"Male speech, man speaking"
Dogs/1kDJI-HCGsg_26.wav,10,Dogs
Rustle/3lV3IV3Byd0_25.wav,16,Rustle
"Female speech, woman speaking/-JOjG2jc1IA_30.wav",12,"Female speech, woman speaking"
Babbling/0qCvekeAHkc_210.wav,1,Babbling
Whoop/Hm05DaTUApQ_30.wav,27,Whoop
"Male speech, man speaking/-Kct4rA0vss_30.wav",15,"Male speech, man speaking"
Whimper/LluW-nuWuZM_50.wav,24,Whimper
"Male speech, man speaking/00peBwHyLUY_30.wav",15,"Male speech, man speaking"
Whispering/NmtmUxUTXck_320.wav,25,Whispering
"Male speech, man speaking/-EKTFn3Jeyk_160.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/9Crl7JycHvQ_30.wav",12,"Female speech, woman speaking"
Screaming/75MKX1nmeNA_30.wav,17,Screaming
Speech/3o_saZnQmP8_30.wav,21,Speech
"Male speech, man speaking/-UaeCYEm7-4_30.wav",15,"Male speech, man speaking"
Breathing/NNBsbWQlsYU_90.wav,4,Breathing
"Male speech, man speaking/0eGP3VrvQ64_30.wav",15,"Male speech, man speaking"
Whimper/6xivMneDAWE_130.wav,24,Whimper
"Male speech, man speaking/0Ydr_SG9hgg_30.wav",15,"Male speech, man speaking"
Babbling/M_ItZFTXuWw_10.wav,1,Babbling
Whoop/1FAUCRkbVTg_30.wav,27,Whoop
Singing/-G7_eoOSFVc_130.wav,18,Singing
"Male speech, man speaking/-kagPIfLu5Q_30.wav",15,"Male speech, man speaking"
Speech/FCirNTMPc3A_30.wav,21,Speech
Whimper/6nlfilJMlbo_30.wav,24,Whimper
"Smash, crash/3cdFbNFrFJ8_30.wav",19,"Smash, crash"
Whoop/HPCvWIRYkYQ_0.wav,27,Whoop
Speech/--jHw0wbVXQ_30.wav,21,Speech
"Male speech, man speaking/-XHWoxGZyYg_30.wav",15,"Male speech, man speaking"
Speech/--LM_U_fw-M_460.wav,21,Speech
"Smash, crash/8QMI0NW4VSE_30.wav",19,"Smash, crash"
Whimper/6KINFsRbXYo_30.wav,24,Whimper
"Smash, crash/7ckJRi8r4mA_550.wav",19,"Smash, crash"
Battle cry/MH8Qbz4Zh9M_30.wav,2,Battle cry
"Male speech, man speaking/-0DO0ulATPY_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0BKbEO_moV8_30.wav",15,"Male speech, man speaking"
Snicker/57AHSePODB0_30.wav,20,Snicker
Screaming/-U13gX3yTzI_20.wav,17,Screaming
Rustle/GmCPUlq0CpE_190.wav,16,Rustle
Children shouting/Oloub-M4bxs_130.wav,5,Children shouting
Whoop/-N--79F0lec_110.wav,27,Whoop
"Wail, moan/CKiXwtIFMKY_50.wav",23,"Wail, moan"
Singing/-GCp7Joh9u0_130.wav,18,Singing
Speech/Cdyl3AufZ0c_30.wav,21,Speech
Battle cry/A4WVsHqS6t8_30.wav,2,Battle cry
Screaming/35iZWkYaKPE_15.wav,17,Screaming
Whispering/CB6KzZxtfF8_10.wav,25,Whispering
"Male speech, man speaking/-vkMiOiArDw_30.wav",15,"Male speech, man speaking"
Singing/-0x-lCIzmXA_40.wav,18,Singing
Speech/-2weO-qglfk_30.wav,21,Speech
Speech/--kcclzNEZQ_30.wav,21,Speech
"Smash, crash/7-xB75DOTnE_1.wav",19,"Smash, crash"
Whimper/6WY9JlK9a04_30.wav,24,Whimper
"Male speech, man speaking/-6SIQ5CkmmY_30.wav",15,"Male speech, man speaking"
Dogs/0CYxiRkfVhw_30.wav,10,Dogs
"Male speech, man speaking/-fPMWD8f9lE_30.wav",15,"Male speech, man speaking"
Screaming/3zAp2kxzU7Q_50.wav,17,Screaming
"Dishes, pots, and pans/OAPLyuXpmXM_30.wav",9,"Dishes, pots, and pans"
Dogs/-_mJl31MZtI_10.wav,10,Dogs
Whispering/I4hKfBKcSKg_40.wav,25,Whispering
Conversation/DfaODW6UMmc_70.wav,7,Conversation
"Dishes, pots, and pans/3KqV6SB-v5M_200.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0vZ2g3F31g8_30.wav",15,"Male speech, man speaking"
Breathing/CZenfz-NRQc_0.wav,4,Breathing
Speech/De08LoY_K5k_30.wav,21,Speech
Singing/-AhSDuM7urs_20.wav,18,Singing
"Male speech, man speaking/-n4MmiWZnGc_30.wav",15,"Male speech, man speaking"
Whispering/9C66FH_TWXc_170.wav,25,Whispering
"Male speech, man speaking/0vZqq0DsAM4_30.wav",15,"Male speech, man speaking"
Whoop/DzP4jt1MAb4_30.wav,27,Whoop
Rustle/-Azy5tTojZU_30.wav,16,Rustle
Yell/HJXlM9YHAfU_10.wav,28,Yell
"Smash, crash/K9schsblAHQ_30.wav",19,"Smash, crash"
"Male speech, man speaking/-p0c4oY6sxY_30.wav",15,"Male speech, man speaking"
Whoop/89rBSBsLhVA_30.wav,27,Whoop
Singing/-5if0nwLoK0_23.wav,18,Singing
Groan/K_jK4bXmAbQ_210.wav,14,Groan
Whoop/6eRFoU1oaaY_30.wav,27,Whoop
Clapping/0g-L2iF5y9k_140.wav,6,Clapping
Conversation/GcavuBBxRgw_30.wav,7,Conversation
Whimper/HJefzDdfP7Q_30.wav,24,Whimper
Bellow/Gqx_9UUGcrg_30.wav,3,Bellow
Children shouting/9fvpm63zXwU_10.wav,5,Children shouting
"Dishes, pots, and pans/1lxcvVh5gd4_30.wav",9,"Dishes, pots, and pans"
Speech/C_xY8hOpWz0_40.wav,21,Speech
"Female speech, woman speaking/8kDiG2SgxJQ_30.wav",12,"Female speech, woman speaking"
Whispering/CauxVx3yBTU_160.wav,25,Whispering
Whimper/ColOSKM23aQ_13.wav,24,Whimper
"Male speech, man speaking/-szeAMpi0mI_30.wav",15,"Male speech, man speaking"
Whimper/4ad9WnwmoAQ_30.wav,24,Whimper
"Male speech, man speaking/-_pcn4AgRrw_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/83dm-OT2j9o_30.wav",12,"Female speech, woman speaking"
Conversation/77vyf7Fw-FE_30.wav,7,Conversation
White noise/EMY1cudJv_E_17.wav,26,White noise
Conversation/DdU8B1xAeEY_30.wav,7,Conversation
Speech/5P2rXvwZ95g_150.wav,21,Speech
Children shouting/6a_O2UxTPnQ_30.wav,5,Children shouting
"Female speech, woman speaking/8rXqtJCc4PM_50.wav",12,"Female speech, woman speaking"
Breathing/LgwrpnsIpnw_260.wav,4,Breathing
"Female speech, woman speaking/32565FEuksc_30.wav",12,"Female speech, woman speaking"
Snicker/2okT4xdDOhA_50.wav,20,Snicker
Whispering/M4T7VlXhYMQ_250.wav,25,Whispering
"Female speech, woman speaking/9-MR9ee7V98_140.wav",12,"Female speech, woman speaking"
Singing/-HbPryTitVo_30.wav,18,Singing
Speech/--fUySwV0ko_11.wav,21,Speech
White noise/Np3X4dmw2r8_390.wav,26,White noise
Speech/I0tx3dxOAQo_40.wav,21,Speech
Speech/4tzXCj6kpiI_240.wav,21,Speech
White noise/1qMOQeb_BcY_30.wav,26,White noise
Speech/OrIrYLjMDCA_520.wav,21,Speech
"Smash, crash/0hPViDO-Wb4_260.wav",19,"Smash, crash"
Whimper/1VvEmCXxm3w_30.wav,24,Whimper
Rustle/2OcDdYH0tis_30.wav,16,Rustle
"Male speech, man speaking/0YtTdTtlj8Y_30.wav",15,"Male speech, man speaking"
Snicker/OidRwhN8UWo_30.wav,20,Snicker
Whispering/E5cqkq8Xs-M_30.wav,25,Whispering
"Male speech, man speaking/0sF4k8YWRMc_30.wav",15,"Male speech, man speaking"
Whispering/0LHvWcs7GTU_180.wav,25,Whispering
"Smash, crash/2Otz1xLaFmM_20.wav",19,"Smash, crash"
"Dishes, pots, and pans/CHAKbtSgwek_20.wav",9,"Dishes, pots, and pans"
Conversation/AxgYmfsaFvI_30.wav,7,Conversation
